ลำดับ,วันที่,เวลาเริ่ม,เวลาสิ้นสุด,ระยะเวลาดับ_นาที,สถานที่,รหัสอุปกรณ์,จำนวนผชฟ_กระทบ,สภาพอากาศ,สาเหตุ,ช่องทางการแจ้ง,เวลารับแจ้ง,เวลาออกปฏิบัติงาน,เวลาเสร็จงาน,เวลาแก้ไข_นาที,ผู้ปฏิบัติงาน,ยานพาหนะ,อุปกรณ์_รายการ,อุปกรณ์_จำนวน,หมายเหตุ,date_iso
2003,8 พ.ค. 2569,10:41,11:02,20,กฟจ.นครพนม (L),36-002600,88,ฝนตก ลมแรง,วัสดุแปลกปลอม-เศษกิ่งไม้ใบไม้/ฟาง/ทางมะพร้าวปลิวมาแตะ,ศจฟ,10:41,10:42,11:05,23,1. กิติศักดิ์ หาราช  | 2. จันทะคาด บัวเคน  | 3. ณัฏฐศรันย์ อันทระบุตร  | 4. ทศวรรษ มังคละคีรี  | 5. ธำรงรัตน์ สระแก้ว  | 6. นลธวัช ศรีหาเศษ  | 7. ประจล ศรีสุราช  | 8. พงษ์สนิจ ศรีวิชัย  | 9. พิพัฒน์ พิมพ์ศรี  | 10. วสันต์ชัย ดวงสูงเนิน  | 11. สุรวุฒิ สุขแสงดาว,รถ : 81-1269 นพ (นพ 03),"H.R.C. FUSE, BLADE CONTACT, 80 A",1,,2026-05-08
2004,8 พ.ค. 2569,10:43,11:45,61,กฟจ.นครพนม (L),NNB02VF-039,306,ฝนตก ลมแรง,วัสดุแปลกปลอม-เศษกิ่งไม้ใบไม้/ฟาง/ทางมะพร้าวปลิวมาแตะ,ศจฟ,10:43,08:30,09:10,40,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี,รถ : นพ 06,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,3,,2026-05-08
2005,8 พ.ค. 2569,10:44,11:48,64,กฟจ.นครพนม (L),NNB01VF-018,562,ฝนตก ลมแรง,วัสดุแปลกปลอม-เศษกิ่งไม้ใบไม้/ฟาง/ทางมะพร้าวปลิวมาแตะ,ศจฟ,10:44,09:11,09:40,29,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี,รถ : นพ 06,COVERED TIE WIRE.AL.4.0 MM.,4,,2026-05-08
2006,8 พ.ค. 2569,10:49,11:52,63,กฟจ.นครพนม (L),NNB01VF-026,1,ฝนตก ลมแรง,วัสดุแปลกปลอม-เศษกิ่งไม้ใบไม้/ฟาง/ทางมะพร้าวปลิวมาแตะ,ศจฟ,10:49,09:40,10:25,45,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี,รถ : นพ 06,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,3,,2026-05-08
2007,8 พ.ค. 2569,10:51,09:00,0,กฟจ.นครพนม (L),25-000555,123,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,10:51,09:00,10:00,60,1. กิติศักดิ์ หาราช  | 2. จันทะคาด บัวเคน  | 3. ณัฏฐศรันย์ อันทระบุตร  | 4. ทศวรรษ มังคละคีรี  | 5. นลธวัช ศรีหาเศษ  | 6. ประจล ศรีสุราช  | 7. พงษ์สนิจ ศรีวิชัย  | 8. พิพัฒน์ พิมพ์ศรี,รถ : 3ฒภ 2576 กทม (นพ 01),"CABLE,AL,750 V,95 SQ.MM. TIS.293",5,,2026-05-08
2008,8 พ.ค. 2569,11:00,12:04,64,กฟจ.นครพนม (L),NNA02VF-006,1,ฝนตก ลมแรง,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,11:00,11:16,12:14,58,1. กิติศักดิ์ หาราช  | 2. จันทะคาด บัวเคน  | 3. ณัฏฐศรันย์ อันทระบุตร  | 4. ทศวรรษ มังคละคีรี  | 5. นลธวัช ศรีหาเศษ  | 6. ประจล ศรีสุราช  | 7. พงษ์สนิจ ศรีวิชัย  | 8. พิพัฒน์ พิมพ์ศรี,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-05-08
2009,8 พ.ค. 2569,11:18,11:37,18,กฟจ.นครพนม (L),NNA04F-33,1,ฝนตก ลมแรง,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,11:18,11:19,11:41,22,1. กิติศักดิ์ หาราช  | 2. จันทะคาด บัวเคน  | 3. ณัฏฐศรันย์ อันทระบุตร  | 4. ทศวรรษ มังคละคีรี  | 5. นลธวัช ศรีหาเศษ  | 6. ประจล ศรีสุราช  | 7. พงษ์สนิจ ศรีวิชัย  | 8. พิพัฒน์ พิมพ์ศรี,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,3,,2026-05-08
2010,8 พ.ค. 2569,11:28,11:45,17,กฟส.ธาตุพนม (S),THA05VF-027,1,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,11:28,11:29,11:50,21,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-05-08
2011,8 พ.ค. 2569,11:29,11:47,18,กฟส.ปลาปาก (XS),57-005652,62,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,11:29,11:30,12:03,33,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 3 A.EEI-NEMA TYPE K,1,,2026-05-08
2012,8 พ.ค. 2569,11:30,11:31,1,กฟส.ท่าอุเทน (XS),32-011631,22,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,11:30,11:31,11:34,3,1. ปรินทร์ บุญเทียม,รถ : รถแก้ไฟท่าอุเทน,"CABLE,AL,750 V,50 SQ.MM. TIS.293",3,,2026-05-08
2013,8 พ.ค. 2569,11:38,12:05,27,กฟส.ธาตุพนม (S),THA02VF-013,339,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,11:38,11:39,12:10,31,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,3,,2026-05-08
2014,8 พ.ค. 2569,12:19,12:36,17,กฟส.ธาตุพนม (S),45-029095,44,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,12:19,12:20,12:41,21,1. นรากร แสนโสม,รถ : กระเช้าธาตุพนม,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-05-08
2015,8 พ.ค. 2569,12:34,15:05,151,กฟจ.นครพนม (L),NNB01VF-023,1242,ฝนตก,ต้นไม้-กิ่งไม้หักพาดสาย,ศจฟ,12:34,11:45,12:15,30,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี,รถ : นพ 06,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-05-08
2016,8 พ.ค. 2569,12:49,12:57,8,กฟส.ปลาปาก (XS),29-005115,275,ฝนตก,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,12:49,12:50,13:05,15,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 5-6 A.EEI-NEMA TYPE K,2,,2026-05-08
2017,8 พ.ค. 2569,13:29,22:13,524,กฟจ.นครพนม (L),NNA01VF-026,1847,ฝนตก,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,13:29,13:30,22:29,539,1. กิติศักดิ์ หาราช  | 2. จันทะคาด บัวเคน  | 3. ณัฏฐศรันย์ อันทระบุตร  | 4. ทศวรรษ มังคละคีรี  | 5. นลธวัช ศรีหาเศษ  | 6. ประจล ศรีสุราช  | 7. พงษ์สนิจ ศรีวิชัย  | 8. พิพัฒน์ พิมพ์ศรี,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-05-08
2018,8 พ.ค. 2569,14:10,15:51,101,กฟส.นาแก (S),THA03VF-221,280,ฝนตก ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,14:10,14:13,15:53,100,1. วรพันธุ์ ตันสมรส,รถ : นก-02,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-05-08
2019,8 พ.ค. 2569,14:10,16:07,117,กฟส.นาแก (S),SOA08VF-513,245,ฝนตก ฟ้าคะนอง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,14:10,14:10,16:09,119,1. วรพันธุ์ ตันสมรส,รถ : นก-02,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,3,,2026-05-08
2020,8 พ.ค. 2569,14:11,16:05,114,กฟส.นาแก (S),THA04VF-221-4,2,ฝนตก ฟ้าคะนอง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,14:11,14:12,16:06,114,1. วรพันธุ์ ตันสมรส,รถ : นก-02,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,3,,2026-05-08
2021,8 พ.ค. 2569,14:12,15:54,102,กฟส.นาแก (S),THA04VF-231-1,125,ฝนตก ฟ้าคะนอง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,14:12,14:13,15:56,103,1. วรพันธุ์ ตันสมรส,รถ : นก-02,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,3,,2026-05-08
2022,8 พ.ค. 2569,14:28,14:54,26,กฟส.ปลาปาก (XS),THA06F-80,423,ฝนตก ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,14:28,14:30,15:09,39,1. สุธรรม จันทะผา,รถ : รถแก้ไฟปลาปาก 01,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-05-08
2023,8 พ.ค. 2569,15:45,15:10,0,กฟส.บ้านแพง (S),SSK08F-65,788,ฝนตก ลมแรง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,15:45,15:15,16:01,46,1. รชานนท์ โมธรรม,รถ : กระเช้าบ้านแพง,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-05-08
2024,8 พ.ค. 2569,20:00,14:30,0,กฟส.โพนสวรรค์ (XS),SSK09F-07,1887,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,20:00,13:50,15:00,70,1. วสุธา หล้าพรหม,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-05-08
2025,8 พ.ค. 2569,20:10,15:25,0,กฟส.โพนสวรรค์ (XS),SSK07F-07,3464,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,20:10,15:05,16:00,55,1. วสุธา หล้าพรหม,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,1,,2026-05-08
2026,8 พ.ค. 2569,20:20,21:36,76,กฟจ.นครพนม (L),NNA04F-20,906,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,20:20,18:40,19:40,60,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี,รถ : 3ฒภ 2576 กทม (นพ 01),"DROPOUT,FUSE,22 KV.100 A.12 KA",1,,2026-05-08
2027,8 พ.ค. 2569,20:30,21:32,61,กฟจ.นครพนม (L),NNA02VF-029,0,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,20:30,16:50,17:40,50,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-05-08
2028,8 พ.ค. 2569,20:40,16:30,0,กฟส.โพนสวรรค์ (XS),NNA01F-38,1733,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,20:40,16:05,17:00,55,1. วสุธา หล้าพรหม,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 40 A.EEI-NEMA TYPE K,2,,2026-05-08
2029,8 พ.ค. 2569,21:00,19:00,0,กฟจ.นครพนม (L),NNA01VF-061,22,ฝนตก ฟ้าคะนอง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,21:00,18:00,19:00,60,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี  | 3. ประจล ศรีสุราช  | 4. พิพัฒน์ พิมพ์ศรี,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-05-08
2030,8 พ.ค. 2569,21:10,21:00,0,กฟจ.นครพนม (L),NNA08VF-036,4,ฝนตก ฟ้าคะนอง,ต้นไม้-ลมพัดต้นไม้มาแตะสาย,ศจฟ,21:10,20:00,22:00,120,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี  | 3. ประจล ศรีสุราช  | 4. พิพัฒน์ พิมพ์ศรี,รถ : 81-1269 นพ (นพ 03),FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-05-08
2031,8 พ.ค. 2569,22:00,00:40,160,กฟจ.นครพนม (L),53-118154,1,อากาศปกติ,สัตว์-งู,ศจฟ,22:00,22:27,01:20,173,1. กิติศักดิ์ หาราช  | 2. ทศวรรษ มังคละคีรี  | 3. ธิษณ์ศรัณย์ ลองจำนงค์  | 4. ประจล ศรีสุราช  | 5. ปิยะวัฒน์ พรพนม  | 6. พงศ์อิสรา ภักดี  | 7. พิพัฒน์ พิมพ์ศรี  | 8. วีระยุทธ อภิรมยานนท์,รถ : รถกระเช้า (04),"HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.",3,,2026-05-08
2032,8 พ.ค. 2569,22:10,22:50,40,กฟส.ศรีสงคราม (XS),SSK02VF-011,259,ฝนตก ฟ้าคะนอง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,22:10,22:21,23:00,39,1. เชาวลิต หัสรินทร์,รถ : ศรีสงคราม 01,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,3,,2026-05-08
2033,8 พ.ค. 2569,22:30,18:30,0,กฟส.บ้านแพง (S),SSK08F-51-3,58,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,22:30,16:30,18:30,120,1. ชินดนัย คงชะสิงห์,รถ : กระเช้าบ้านแพง,FUSE LINK 22 KV. 15 A.EEI-NEMA TYPE K,2,,2026-05-08
2034,8 พ.ค. 2569,22:40,20:30,0,กฟส.บ้านแพง (S),SSK08F-152,22,อากาศปกติ,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,22:40,19:00,21:30,150,1. ชินดนัย คงชะสิงห์,รถ : กระเช้าบ้านแพง,FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,2,,2026-05-08
2035,9 พ.ค. 2569,07:02,07:50,47,กฟส.ศรีสงคราม (XS),SSK07VB-01,0,ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,07:02,07:20,08:00,40,1. เชาวลิต หัสรินทร์,รถ : ศรีสงคราม 01,,,,2026-05-09
2036,9 พ.ค. 2569,07:30,14:34,424,กฟส.ท่าอุเทน (XS),67-038468,27,อากาศปกติ,อุปกรณ์-ชำรุด,ศจฟ,07:30,05:00,06:30,90,1. ปรินทร์ บุญเทียม,รถ : รถแก้ไฟท่าอุเทน,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-05-09
2037,9 พ.ค. 2569,08:17,14:36,379,กฟส.ท่าอุเทน (XS),35-011937,12,อากาศปกติ,ต้นไม้-ต้นไม้ล้มทับสาย,ศจฟ,08:17,07:00,08:30,90,1. ปรินทร์ บุญเทียม,รถ : รถแก้ไฟท่าอุเทน,"CABLE,AL,750 V,50 SQ.MM. TIS.293",5,,2026-05-09
2038,9 พ.ค. 2569,08:18,07:50,0,กฟส.โพนสวรรค์ (XS),NNA01F-39,524,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,08:18,06:50,08:30,100,1. วสุธา หล้าพรหม,รถ : โพนสวรรค์-03,FUSE LINK 22 KV. 25 A.EEI-NEMA TYPE K,2,,2026-05-09
2039,9 พ.ค. 2569,09:18,09:21,3,กฟจ.นครพนม (L),NNA04F-03,279,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:18,09:19,09:23,4,1. ธำรงรัตน์ สระแก้ว  | 2. วสันต์ชัย ดวงสูงเนิน  | 3. สุรวุฒิ สุขแสงดาว,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 30 A.EEI-NEMA TYPE K,1,,2026-05-09
2040,9 พ.ค. 2569,09:19,09:24,5,กฟจ.นครพนม (L),NNA01VF-036,1847,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,09:19,09:20,09:37,17,1. ธำรงรัตน์ สระแก้ว  | 2. วสันต์ชัย ดวงสูงเนิน  | 3. สุรวุฒิ สุขแสงดาว,รถ : 3ฒภ 2576 กทม (นพ 01),FUSE LINK 22 KV. 10 A.EEI-NEMA TYPE K,1,,2026-05-09
2041,9 พ.ค. 2569,12:43,13:18,35,กฟส.นาหว้า (XS),SSK06F-05,316,ฝนตก ลมแรง,ภัยธรรมชาติ-พายุฤดูร้อน/พายุดีเปรสชั่น,ศจฟ,12:43,12:00,13:21,81,1. อัมรินทร์ วะราวัง,รถ : นาหว้า 02,"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",4,,2026-05-09
